SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus,Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_71029,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,NA,NA,Shizishanvirus,NA,NA,Shizishanvirus phCDa,0.9886,
ICTVTaxoChallenge_710478,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arquatrovirinae,NA,Omarvirus,NA,NA,Omarvirus diane,0.9911,
ICTVTaxoChallenge_710491,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridgettevirus,NA,NA,Bridgettevirus bridgette,0.9781,
ICTVTaxoChallenge_711287,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weaselvirus,NA,NA,Weaselvirus weasel,0.9989,
ICTVTaxoChallenge_71131,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Kyanoviridae,NA,NA,NA,Charybdisvirus,NA,NA,Charybdisvirus scam3,0.9921,
ICTVTaxoChallenge_711314,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azeredovirinae,NA,Phietavirus,NA,NA,Phietavirus MR11,0.9763,
ICTVTaxoChallenge_711390,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,NA,NA,Webervirus,NA,NA,Webervirus KP1801,1,
ICTVTaxoChallenge_711471,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cecivirus,NA,NA,Cecivirus IEBH,0.981,
ICTVTaxoChallenge_711481,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuvirus,NA,NA,Jujuvirus blino,0.9931,
ICTVTaxoChallenge_711885,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korravirus,NA,NA,Korravirus nubia,0.996,
ICTVTaxoChallenge_71218,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Jarilovirus,NA,NA,Jarilovirus jarilo,0.9797,
ICTVTaxoChallenge_712334,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Chimalliviridae,NA,NA,NA,Ripduovirus,NA,NA,Ripduovirus RP12,0.9928,
ICTVTaxoChallenge_713215,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hungariovirus,NA,NA,Hungariovirus C1302,0.9807,
ICTVTaxoChallenge_713249,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vividuovirus,NA,NA,Vividuovirus fosterous,0.9911,
ICTVTaxoChallenge_713331,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronfenbrennervirinae,NA,Biseptimavirus,NA,NA,Biseptimavirus SA1014ruMSSAST7,0.9734,
ICTVTaxoChallenge_713395,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxyvirus,NA,NA,Galaxyvirus galaxy,0.9933,
ICTVTaxoChallenge_713420,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oshimavirus,NA,NA,Oshimavirus P2345,0.9955,
ICTVTaxoChallenge_713435,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Cheoctovirus supergrey,0.9758,
ICTVTaxoChallenge_713533,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Salasmaviridae,NA,Picovirinae,NA,Beecentumtrevirus,NA,NA,Beecentumtrevirus Goe1,0.9997,
ICTVTaxoChallenge_713587,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microwolfvirus,NA,NA,Microwolfvirus zetzy,1,
ICTVTaxoChallenge_713598,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weiservirinae,NA,Anayavirus,NA,NA,Anayavirus curiosium,0.999,
ICTVTaxoChallenge_713719,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus E1127,0.99,
ICTVTaxoChallenge_713755,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pclasvirinae,NA,Phayoncevirus,NA,NA,Phayoncevirus phayonce,0.9868,
ICTVTaxoChallenge_71403,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yongloolinvirus,NA,NA,Yongloolinvirus MMP01,0.9857,
ICTVTaxoChallenge_714130,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Corkvirinae,NA,Phimunavirus,NA,NA,Phimunavirus PP90,0.9881,
ICTVTaxoChallenge_714913,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Krylovirinae,NA,Phikmvvirus,NA,NA,Phikmvvirus ABTNL,0.9994,
ICTVTaxoChallenge_714928,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Kyanoviridae,NA,NA,NA,Salacisavirus,NA,NA,Salacisavirus pssm2,0.9907,
ICTVTaxoChallenge_715313,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus STW77,0.9942,
ICTVTaxoChallenge_715395,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Casjensviridae,NA,NA,NA,Chivirus,NA,NA,Chivirus ER24,0.9859,
ICTVTaxoChallenge_715914,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Rountreeviridae,NA,Rakietenvirinae,NA,Rosenblumvirus,NA,NA,Rosenblumvirus SCH1,1,
ICTVTaxoChallenge_715936,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casadabanvirus,NA,NA,Casadabanvirus MP22,0.9953,
ICTVTaxoChallenge_716075,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ounavirinae,NA,Mooglevirus,NA,NA,Mooglevirus Sf13,0.994,
ICTVTaxoChallenge_71650,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eneladusvirus,NA,NA,Eneladusvirus BF,0.9954,
ICTVTaxoChallenge_717240,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Foxunavirus,NA,NA,Foxunavirus fox3,0.98,
ICTVTaxoChallenge_717495,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Braunvirinae,NA,Rtpvirus,NA,NA,Rtpvirus Rtp,1,
ICTVTaxoChallenge_717887,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pbunavirus,NA,NA,Pbunavirus S1,0.9965,
ICTVTaxoChallenge_718879,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridgettevirus,NA,NA,Bridgettevirus constance,0.991,
ICTVTaxoChallenge_719857,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waukeshavirus,NA,NA,Waukeshavirus waukesha92,0.9808,
ICTVTaxoChallenge_72007,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dibbivirus,NA,NA,Dibbivirus PSKM,0.9734,
ICTVTaxoChallenge_72054,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Teetrevirus,NA,NA,Teetrevirus SM93Y,0.9796,
ICTVTaxoChallenge_720861,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruthgordonvirinae,NA,Dardanusvirus,NA,NA,Dardanusvirus dardanus,0.9731,
ICTVTaxoChallenge_721139,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Teetrevirus,NA,NA,Teetrevirus SGJL2,1,
ICTVTaxoChallenge_72122,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triavirus,NA,NA,Triavirus tv47,0.9936,
ICTVTaxoChallenge_721842,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Guelinviridae,NA,Denniswatsonvirinae,NA,Gregsiragusavirus,NA,NA,Gregsiragusavirus CPD2,1,
ICTVTaxoChallenge_722137,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weiservirinae,NA,Kratiovirus,NA,NA,Kratiovirus collard,0.9864,
ICTVTaxoChallenge_722528,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cimandefvirus,NA,NA,Cimandefvirus heva,0.9837,
ICTVTaxoChallenge_722810,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,Tempevirinae,NA,Tlsvirus,NA,NA,Tlsvirus PHB07,1,
ICTVTaxoChallenge_72302,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Mycobacterium virus Drago,0.989,
ICTVTaxoChallenge_723072,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sepvirinae,NA,Traversvirus,NA,NA,Traversvirus tv933W,0.985,
ICTVTaxoChallenge_723172,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Suoliviridae,NA,Oafivirinae,NA,Buhlduvirus,NA,NA,Buhlduvirus porcinus,0.987,
ICTVTaxoChallenge_723609,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Przondovirus,NA,NA,Przondovirus henu1,0.9961,
ICTVTaxoChallenge_723650,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queuovirinae,NA,Nonagvirus,NA,NA,Nonagvirus SE1Kor,0.9977,
ICTVTaxoChallenge_723672,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,NA,NA,Schizotequatrovirus,NA,NA,Schizotequatrovirus KVP40,0.9964,
ICTVTaxoChallenge_724164,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceeclamvirinae,NA,Bixzunavirus,NA,NA,Bixzunavirus I3,0.9929,
ICTVTaxoChallenge_72461,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Kyanoviridae,NA,NA,NA,Brizovirus,NA,NA,Brizovirus rhodeisland06,0.9892,
ICTVTaxoChallenge_724695,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holosalinivirus,NA,NA,Holosalinivirus M8CR302,0.9931,
ICTVTaxoChallenge_72551,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Aliceevansviridae,NA,NA,NA,Moineauvirus,NA,NA,Moineauvirus Sfi19,0.984,
ICTVTaxoChallenge_725936,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wizardvirus,NA,NA,Wizardvirus twister6,0.9847,
ICTVTaxoChallenge_726595,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Colwellvirinae,NA,Kaohsiungvirus,NA,NA,Kaohsiungvirus Vp670,0.9974,
ICTVTaxoChallenge_726858,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rerduovirus,NA,NA,Rerduovirus hiro,0.9998,
ICTVTaxoChallenge_727195,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azeredovirinae,NA,Phietavirus,NA,NA,Phietavirus UPMK2,0.9877,
ICTVTaxoChallenge_727202,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Vilmaviridae,NA,Lclasvirinae,NA,Bronvirus,NA,NA,Bronvirus ohshaghennessy,0.9945,
ICTVTaxoChallenge_727390,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marienburgvirus,NA,NA,Marienburgvirus BP4795,0.9915,
ICTVTaxoChallenge_727649,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahexavirus,NA,NA,Pahexavirus PHL070N00,0.9937,
ICTVTaxoChallenge_727720,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kroosvirus,NA,NA,Kroosvirus ashertheman,0.9919,
ICTVTaxoChallenge_505557,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Mycobacterium virus Boomer,0.9846,
ICTVTaxoChallenge_50556,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Efquatrovirus,NA,NA,Efquatrovirus AL2,0.9844,
ICTVTaxoChallenge_505566,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kostyavirus,NA,NA,Kostyavirus kostya,0.9892,
ICTVTaxoChallenge_505587,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Rountreeviridae,NA,Sarlesvirinae,NA,Copernicusvirus,NA,NA,Copernicusvirus Ef62,1,
ICTVTaxoChallenge_505624,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Demerecviridae,NA,Markadamsvirinae,NA,Epseptimavirus,NA,NA,Epseptimavirus ev119,0.9913,
ICTVTaxoChallenge_506046,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus L6,0.9894,
ICTVTaxoChallenge_506383,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Peduoviridae,NA,NA,NA,Felsduovirus,NA,NA,Felsduovirus SEN8,0.9803,
ICTVTaxoChallenge_507155,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pclasvirinae,NA,Purkyvirus,NA,NA,Purkyvirus purky,0.9818,
ICTVTaxoChallenge_507220,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colneyvirus,NA,NA,Colneyvirus CDKM15,0.9927,
ICTVTaxoChallenge_507503,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Molineuxvirinae,NA,Acadevirus,NA,NA,Acadevirus Pm5460,0.975,
ICTVTaxoChallenge_507526,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shirahamavirus,NA,NA,Shirahamavirus PTm1,0.9932,
ICTVTaxoChallenge_508196,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bclasvirinae,NA,Coopervirus,NA,NA,Coopervirus vincenzo,0.9965,
ICTVTaxoChallenge_508267,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Melnykvirinae,NA,Aghbyvirus,NA,NA,Aghbyvirus ISAO8,0.9927,
ICTVTaxoChallenge_50859,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weiservirinae,NA,Kratiovirus,NA,NA,Kratiovirus rando14,0.9939,
ICTVTaxoChallenge_509230,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahexavirus,NA,NA,Pahexavirus procrass1,0.9917,
ICTVTaxoChallenge_509982,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Pektosvirus,NA,NA,Pektosvirus PP47,1,
ICTVTaxoChallenge_510448,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Salasmaviridae,NA,Picovirinae,NA,Salasvirus,NA,NA,Salasvirus phi29,1,
ICTVTaxoChallenge_511278,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perisivirus,NA,NA,Perisivirus Pr,1,
ICTVTaxoChallenge_511285,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Bastillevirinae,NA,Jeonjuvirus,NA,NA,Jeonjuvirus BSP38,0.996,
ICTVTaxoChallenge_511564,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Aglimvirinae,NA,Limestonevirus,NA,NA,Limestonevirus RC2014,0.9858,
ICTVTaxoChallenge_512030,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,NA,NA,Tangaroavirus,NA,NA,Tangaroavirus NATL2A133,0.9844,
ICTVTaxoChallenge_512041,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Przondovirus,NA,NA,Przondovirus KpV289,1,
ICTVTaxoChallenge_512398,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,Migulavirinae,NA,Litunavirus,NA,NA,Litunavirus LIT1,1,
ICTVTaxoChallenge_512584,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Demerecviridae,NA,Markadamsvirinae,NA,Tequintavirus,NA,NA,Tequintavirus oldekolle,0.9992,
ICTVTaxoChallenge_513431,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolichocephalovirinae,NA,Shapirovirus,NA,NA,Shapirovirus cbk,0.9988,
ICTVTaxoChallenge_513439,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,NA,NA,Maculvirus,NA,NA,Maculvirus KF1,0.9893,
ICTVTaxoChallenge_513565,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrewesvirinae,NA,Vipetofemvirus,NA,NA,Vipetofemvirus vipetofem,0.9918,
ICTVTaxoChallenge_513585,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,NA,NA,Pseudotevenvirus,NA,NA,Pseudotevenvirus imecf2,0.99,
