SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_546311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drulisvirus myPSH1235,0.9817
ICTVTaxoChallenge_546839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libanvirus ptim40,0.9936
ICTVTaxoChallenge_547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carltongylesvirus flopper,0.9962
ICTVTaxoChallenge_547144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vividuovirus geodirt,0.9891
ICTVTaxoChallenge_547314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jujuvirus walrus,0.9918
ICTVTaxoChallenge_547324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schiekvirus EFP01,0.9967
ICTVTaxoChallenge_547338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishburnevirus willsammy,0.9895
ICTVTaxoChallenge_547485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatterjeevirus VP4,1
ICTVTaxoChallenge_547644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slashvirus staley,1
ICTVTaxoChallenge_547689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getalongvirus kenna,0.9811
ICTVTaxoChallenge_547790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikmvvirus PAXYB1,0.993
ICTVTaxoChallenge_548091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slopekvirus kp15,0.9924
ICTVTaxoChallenge_325384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bequatrovirus riley,1
ICTVTaxoChallenge_325800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enhodamvirus VC8,0.9962
ICTVTaxoChallenge_325852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Llij,0.9734
ICTVTaxoChallenge_32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nohivirus S31C1,0.9865
ICTVTaxoChallenge_326471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwaitsingvirus HK544,0.9838
ICTVTaxoChallenge_326582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lavrentievavirus E21,0.9958
ICTVTaxoChallenge_326861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yoloswagvirus yoloswag,0.9938
ICTVTaxoChallenge_32735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soupsvirus strosahl,0.9994
ICTVTaxoChallenge_327383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus kha5h,0.9924
ICTVTaxoChallenge_327947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpasinavirus XcP1,0.9979
ICTVTaxoChallenge_328278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus Rebel,0.9879
ICTVTaxoChallenge_328355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samwavirus StAB,0.9716
ICTVTaxoChallenge_328540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toutatisvirus toutatis,0.9873
ICTVTaxoChallenge_328691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastillevirus bastille,0.9839
ICTVTaxoChallenge_328994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus urkel,0.9964
ICTVTaxoChallenge_329504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus stormborn,0.9925
ICTVTaxoChallenge_329666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camvirus saftant,0.9929
ICTVTaxoChallenge_329696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregsiragusavirus phi24R,1
ICTVTaxoChallenge_329775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camvirus sitrop,0.9839
ICTVTaxoChallenge_329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikmvvirus kF77,1
ICTVTaxoChallenge_330166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seunavirus SSE121,0.9932
ICTVTaxoChallenge_330560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lazarusvirus am101,0.9893
ICTVTaxoChallenge_330655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mydovirus BIS47,0.9904
ICTVTaxoChallenge_330930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alachuavirus Xp15,0.9986
ICTVTaxoChallenge_331123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockefellervirus PH15,0.994
ICTVTaxoChallenge_33129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fletchervirus NCTC12673,0.9908
ICTVTaxoChallenge_332039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostyavirus eureka,0.9945
ICTVTaxoChallenge_332102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nampongvirus ST79,0.9815
ICTVTaxoChallenge_332240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerosvirus ZPAH7,0.9992
ICTVTaxoChallenge_332703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigrvirus E202,0.998
ICTVTaxoChallenge_332778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nekkelsvirus Nekkels,0.9905
ICTVTaxoChallenge_334267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phimunavirus zenivior,0.9992
ICTVTaxoChallenge_334488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus S0139,0.9856
ICTVTaxoChallenge_335140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teubervirus P087,0.9962
ICTVTaxoChallenge_335328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernvirus likha,0.9824
ICTVTaxoChallenge_336230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baxtervirus baxterfox,0.9865
ICTVTaxoChallenge_336565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurodevirus intestinalis,0.9725
ICTVTaxoChallenge_336976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv16W23,1
ICTVTaxoChallenge_337488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watanabevirus wv3521,0.9976
ICTVTaxoChallenge_337677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruynoghevirus PAA2,1
ICTVTaxoChallenge_337858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saldibavirus HRTV4,1
ICTVTaxoChallenge_338338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guelphvirus EC3a,0.9955
ICTVTaxoChallenge_338474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sertoctavirus SRT8,0.9752
ICTVTaxoChallenge_338943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus anaya,0.991
ICTVTaxoChallenge_33934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svunavirus GBSV1,0.9987
ICTVTaxoChallenge_339923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tlsvirus sazh,0.9877
ICTVTaxoChallenge_340167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthonyvirus anthony,1
ICTVTaxoChallenge_340648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagavirus ST13OXA48phi121,0.9754
ICTVTaxoChallenge_34082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus murucutumbu,0.9909
ICTVTaxoChallenge_340894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kehishuvirus primarius,0.9974
ICTVTaxoChallenge_34107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus gorge,0.9807
ICTVTaxoChallenge_34109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lughvirus lugh,0.988
ICTVTaxoChallenge_34116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gundelvirus Gundel,1
ICTVTaxoChallenge_341178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bendigovirus GMA6,0.9947
ICTVTaxoChallenge_341455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosemountvirus yarpen,0.9995
ICTVTaxoChallenge_341626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beecentumtrevirus B103,0.9977
ICTVTaxoChallenge_341836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlinvirus P483,0.9992
ICTVTaxoChallenge_342565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritonvirus PSSP2,0.9888
ICTVTaxoChallenge_343045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanrivervirus slyngel,0.9749
ICTVTaxoChallenge_34321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korravirus joann,0.9954
ICTVTaxoChallenge_343324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunavirus Sfin3,0.9855
ICTVTaxoChallenge_343392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus SHSML45,0.9964
ICTVTaxoChallenge_343568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haloferacalesvirus HF1,0.9993
ICTVTaxoChallenge_344252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omarvirus amethyst,0.997
ICTVTaxoChallenge_345213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korravirus bigmack,0.9934
ICTVTaxoChallenge_345386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aresaunavirus RSA1,0.9967
ICTVTaxoChallenge_345724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL114L00,0.9807
ICTVTaxoChallenge_346083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigrvirus phi52237,0.9983
ICTVTaxoChallenge_34610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unyawovirus DUPPII,1
ICTVTaxoChallenge_346252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phietavirus pv80,0.9773
ICTVTaxoChallenge_346297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helsettvirus fPS54ocr,0.9924
ICTVTaxoChallenge_346423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zitchvirus zitch,0.9925
ICTVTaxoChallenge_346977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mosigvirus c120,0.9954
ICTVTaxoChallenge_347388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadassahvirus pht2,0.9932
ICTVTaxoChallenge_347446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hpunavirus HP2,0.9791
ICTVTaxoChallenge_347492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus kisi,0.9942
ICTVTaxoChallenge_347515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nipunavirus PaMx25,0.9846
ICTVTaxoChallenge_347688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fremauxvirus fv1706,0.9831
ICTVTaxoChallenge_347722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilunavirus KL1,0.9991
ICTVTaxoChallenge_347747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veracruzvirus rockstar,0.9917
ICTVTaxoChallenge_348291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegunavirus Pg1,0.9938
ICTVTaxoChallenge_348703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cetovirus ceto,0.9928
ICTVTaxoChallenge_596348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turbidovirus piro94,1
ICTVTaxoChallenge_596370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phutvirus PPpW4,1
ICTVTaxoChallenge_596510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pseudotevenvirus RB16,0.9914
ICTVTaxoChallenge_596586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubowvirus SAP33,0.9821
ICTVTaxoChallenge_596655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodmanvirus goodman,0.9905
ICTVTaxoChallenge_597175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okubovirus SPO1,0.9944
ICTVTaxoChallenge_597447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulanevirus as4,0.9976
ICTVTaxoChallenge_597489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus S241,1
ICTVTaxoChallenge_597650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Namakavirus smbcm6,0.9941
ICTVTaxoChallenge_597710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salasvirus PZA,1
ICTVTaxoChallenge_597725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwonvirus PM1,0.9962
ICTVTaxoChallenge_597765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceduovirus bIBBAm4,1
ICTVTaxoChallenge_597832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buhlduvirus animalis,0.994
ICTVTaxoChallenge_597901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krischvirus RB49,0.9837
ICTVTaxoChallenge_597996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus bobaphett,0.9806
ICTVTaxoChallenge_598290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corndogvirus catdawg,0.9943
ICTVTaxoChallenge_598361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felixounavirus TP1,0.9944
ICTVTaxoChallenge_598831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerseyvirus wksl3,0.9924
ICTVTaxoChallenge_598874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bundooravirus whyphy,1
ICTVTaxoChallenge_59890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus domnhall,0.9868
ICTVTaxoChallenge_599158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cebadecemvirus phi10una,0.999
ICTVTaxoChallenge_599418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getseptimavirus GMA7,0.9811
ICTVTaxoChallenge_599808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus hy03,0.9876
ICTVTaxoChallenge_599908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv44,0.9865
ICTVTaxoChallenge_599949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apdecimavirus AP10,1
ICTVTaxoChallenge_600162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuivirus LMM01,0.9908
ICTVTaxoChallenge_600187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus P4565,0.989
ICTVTaxoChallenge_600206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nerrivikvirus srim2,0.9916
ICTVTaxoChallenge_600766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whackvirus whack,0.9878
ICTVTaxoChallenge_600885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thaumasvirus stim4,0.9946
ICTVTaxoChallenge_601256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laroyevirus laroye,0.9869
ICTVTaxoChallenge_601310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drulisvirus K244,0.9979
ICTVTaxoChallenge_602044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wongtaivirus HK542,0.9916
ICTVTaxoChallenge_602315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samistivirus daubenski,0.996
ICTVTaxoChallenge_602708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haartmanvirus R201,0.9916
ICTVTaxoChallenge_602766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woesvirus woes,1
ICTVTaxoChallenge_602998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus PS44,0.99
ICTVTaxoChallenge_603565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus N30,1
ICTVTaxoChallenge_603646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunggulvirus f2,0.9802
ICTVTaxoChallenge_603766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmittlotzvirus sv771,0.9928
ICTVTaxoChallenge_604568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharonstreetvirus LAh7,0.9886
ICTVTaxoChallenge_604584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashduovirus A2,0.9814
ICTVTaxoChallenge_604965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwickvirus tonn,0.9983
ICTVTaxoChallenge_605215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skatevirus Seszw1,1
ICTVTaxoChallenge_605705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caeruleovirus deepblue,0.9961
ICTVTaxoChallenge_606004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vequintavirus V5,0.9896
ICTVTaxoChallenge_606068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vhmlvirus VHML,0.9995
ICTVTaxoChallenge_606463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lwoffvirus BMBtp2,0.9986
ICTVTaxoChallenge_607072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Titanvirus rcspartan,0.9884
ICTVTaxoChallenge_607404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agatevirus agate,0.9868
ICTVTaxoChallenge_60762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myosmarvirus myosmar,0.9979
ICTVTaxoChallenge_607643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unahavirus uv23T,0.9916
ICTVTaxoChallenge_608031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hicfunavirus HCF1,0.9863
ICTVTaxoChallenge_608359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brussowvirus ALQ132,0.9951
ICTVTaxoChallenge_608539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishburnevirus fishburne,0.9938
ICTVTaxoChallenge_608562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostyavirus pumpkin,0.9846
ICTVTaxoChallenge_609032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acadianvirus baee,0.9954
ICTVTaxoChallenge_609769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archimedesvirus archimedes,0.9931
ICTVTaxoChallenge_609981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eilatmyovirus HATV2,0.9931
ICTVTaxoChallenge_610643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erskinevirus asesino,0.9968
ICTVTaxoChallenge_610715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadgaonvirus wv5004651,0.9852
ICTVTaxoChallenge_611806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonardvirus ali17,0.9965
ICTVTaxoChallenge_612110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus SL1,0.9906
ICTVTaxoChallenge_612113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bromdenvirus dyoedafos,0.9982
ICTVTaxoChallenge_612134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pijolavirus PspYZU08,0.9978
ICTVTaxoChallenge_612373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudivirus juan,1
ICTVTaxoChallenge_612392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL082M03,0.9912
ICTVTaxoChallenge_61249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv37201,1
ICTVTaxoChallenge_613173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salchichonvirus LP65,0.9969
ICTVTaxoChallenge_613399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrithrvirus astrithr,1
ICTVTaxoChallenge_613411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justusliebigvirus VEcB,0.9929
ICTVTaxoChallenge_613681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kagamiyamavirus ecs1,0.9911
ICTVTaxoChallenge_613768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attisvirus attis,0.996
ICTVTaxoChallenge_614708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felixounavirus UAB87,0.9949
ICTVTaxoChallenge_61517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goettingenvirus goe8,0.9982
ICTVTaxoChallenge_615236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ficleduovirus FCV1,0.9975
ICTVTaxoChallenge_615787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finchvirus finch,0.9927
ICTVTaxoChallenge_348758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus wv1513,0.9996
ICTVTaxoChallenge_350258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus RB27,0.9886
ICTVTaxoChallenge_35030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peeveelvirus pv3AJ2017,0.9936
ICTVTaxoChallenge_350315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus S147,0.9939
ICTVTaxoChallenge_350332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus euphoria,0.996
ICTVTaxoChallenge_351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus IMGroot,0.9873
ICTVTaxoChallenge_351110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikmvvirus pv130113,1
ICTVTaxoChallenge_35129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moturavirus motura,0.9911
ICTVTaxoChallenge_351387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shamshuipovirus HK022,0.9845
ICTVTaxoChallenge_351833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus lilmoolah,0.9736
ICTVTaxoChallenge_352128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus fancypants,0.9803
ICTVTaxoChallenge_352317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avunavirus Av05,0.9849
ICTVTaxoChallenge_352322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus pss1,0.9857
ICTVTaxoChallenge_352398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schiekvirus EfV12,0.9965
ICTVTaxoChallenge_353230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus sf23,0.9955
ICTVTaxoChallenge_353280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus bethlehem,1
ICTVTaxoChallenge_353489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peeveelvirus SA7,0.9909
ICTVTaxoChallenge_353636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaunavirus SRT01hs,0.9921
ICTVTaxoChallenge_353638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus rabagast,0.9961
ICTVTaxoChallenge_353669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skatevirus KFSSE2,0.9906
ICTVTaxoChallenge_354200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus phatniss,0.9736
ICTVTaxoChallenge_354942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogunavirus rogue1,1
ICTVTaxoChallenge_355112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homburgvirus P70,0.9972
ICTVTaxoChallenge_355167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv91127,0.9896
ICTVTaxoChallenge_355239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus PA8P1,0.9934
ICTVTaxoChallenge_35545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KpV767,0.9971
ICTVTaxoChallenge_355549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus river4,0.9921
ICTVTaxoChallenge_355813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus PKP126,0.9861
ICTVTaxoChallenge_355883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skatevirus VSt472,0.9976
ICTVTaxoChallenge_356265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiangmaivirus RSF1,0.9936
ICTVTaxoChallenge_357506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pankowvirus YYZ2008,0.9854
ICTVTaxoChallenge_357933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jahgtovirus secundus,0.9981
ICTVTaxoChallenge_358430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bragavirus p43,0.9888
ICTVTaxoChallenge_358533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bromdenvirus bromden,0.9929
ICTVTaxoChallenge_358799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caelumvirus caelum,0.9897
ICTVTaxoChallenge_359044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollockvirus pollock,0.9966
ICTVTaxoChallenge_359065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abouovirus abouo,0.9966
ICTVTaxoChallenge_360252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pifdecavirus UNOSLW1,1
ICTVTaxoChallenge_360606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfaxidumvirus william,0.9958
ICTVTaxoChallenge_361462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosemountvirus BP63,0.9966
ICTVTaxoChallenge_361680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus filuzino,0.9793
ICTVTaxoChallenge_361789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus lesedi,1
ICTVTaxoChallenge_362896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goslarvirus goslar,0.9962
ICTVTaxoChallenge_363115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phapecoctavirus Ro121c4YLVW,0.9796
ICTVTaxoChallenge_363196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oneupvirus brutongaster,0.9983
ICTVTaxoChallenge_363247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorjumvirus jumbo,1
ICTVTaxoChallenge_363509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus marshall,0.9914
ICTVTaxoChallenge_363789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepyhexavirus poco6,0.9867
ICTVTaxoChallenge_364309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus littlecherry,0.9956
ICTVTaxoChallenge_364481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonardvirus leonard,0.9963
ICTVTaxoChallenge_364499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pukovnikvirus phaded,0.9999
ICTVTaxoChallenge_364789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deurplevirus deeppurple,0.9724
ICTVTaxoChallenge_365390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siovirus germanense,1
ICTVTaxoChallenge_365419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus charlieB,0.991
ICTVTaxoChallenge_365507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonnellvirus lidtsur,0.9845
ICTVTaxoChallenge_366570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agricanvirus Ea3570,0.9944
